# The 398 provider-incomplete cards of the 2026-09-22 sprint (snapshot 2026-09-23T01:45Z),
# from recut-20260923-made.tsv; rowan-new reports/failed-cards-2026-09-22.md class 2.
# 264 of them ended in opencode's UnknownError. Columns: card, rung, the route that left it incomplete.
card-rule3-review-595	flash	orgptnano
card-schema-cell-go-writing	flash	ornemotron
card-schema-cell-js-live-extents	flash	ocglmflash
card-read3-nova-tools-2327	flash	orqwen38
card-schema-read-spec-l59-java	flash	ords41
card-schema-cell-go-optional-values	flash	ormimo26
card-schema-read-spec-l2825-java	flash	orglmflash
card-schema-read-spec-l2981-go	flash	orqwen38
card-nx-f11-jev-issue-cold-read	pro	ocglm53
card-schema-cell-elixir-hostile-input	flash	orglmflash
card-nx-g29-graphql-read-queue	flash	orgptnano
card-schema-cell-cpp-retired-runtime	flash	orglmflash
card-schema-read-spec-l53-c	flash	ords41
card-cold3-nova-tools-1582	flash	ords41
card-schema-cell-cpp-live-extents	flash	ormimo26
card-rule3-fleet-kube-268	flash	orqwen38
card-read3-nova-tools-1776	flash	orgeminilite
card-schema-read-spec-tables-l12909-elixir	flash	ormimo26
card-fix3-nova-tools-2250	pro	orgemini25pro
card-schema-cell-rust-batch-capacity	flash	orgeminilite
card-schema-read-spec-tables-l15753-cpp	flash	ormimo26
card-schema-read-spec-tables-l12974-go	flash	ocglmflash
card-schema-cell-c-optional-values	flash	ords41
card-schema-read-spec-tables-l11360-java	flash	ornemotron
card-rule3-decide-1946	flash	orqwen38
card-schema-read-spec-l2268-dart	flash	ords41
card-00-report-nova-tools-2649-r1	flash	ords41
card-fix3-nova-tools-2331	pro	orkimicode
card-schema-read-spec-l46-dart	flash	ornemotron
card-rule3-bus-reply-1762	flash	ornemotron
card-cold3-nova-tools-2507	flash	ords41
card-read3-nova-tools-2491	flash	ocglmflash
card-fix3-nova-tools-1835	pro	ordevstral
card-schema-read-spec-l57-cpp	flash	orqwen38
card-schema-read-spec-tables-l11356-dart	flash	orqwen38
card-schema-read-spec-tables-l11351-c	flash	orgeminilite
card-schema-read-spec-l208-cpp	flash	orqwen38
card-read3-nova-tools-2718	flash	ocglmflash
card-schema-read-spec-l2865-js	flash	orglmflash
card-fix3-nova-tools-2045	pro	ocmuse
card-schema-read-spec-l2268-cpp	flash	ormimo26
card-read3-schema-1430	flash	orgeminilite
card-schema-read-spec-l1937-js	flash	orgptnano
card-fix3-nova-tools-2253	pro	orminimax
card-fix3-nova-tools-2246	pro	ocglm53
card-fix3-nova-tools-1983	pro	orglm53
card-read3-nova-tools-2269	flash	ocglmflash
card-schema-read-spec-l2873-cpp	flash	orgptnano
card-schema-read-spec-l2927-go	flash	ocglmflash
card-read3-nova-tools-2719	flash	ormimo26
card-read3-nova-tools-2094	flash	orglmflash
card-schema-cell-js-definition-hash	flash	ords41
card-read3-nova-tools-2692	flash	ords41
card-cold3-nova-tools-2704	flash	ormimo26
card-nx-g36-dependabot-security-only	flash	orgptnano
card-schema-read-spec-l46-elixir	flash	ormimo26
card-rule3-ci-435	flash	orgeminilite
card-read3-nova-tools-2484	flash	orgeminilite
card-schema-read-spec-tables-l12868-java	flash	orglmflash
card-cold3-nova-tools-2549	flash	ornemotron
card-fix3-nova-tools-2382	pro	ormimopro
card-schema-read-spec-l2310-dart	flash	ords41
card-schema-read-spec-tables-l12875-js	flash	ormimo26
card-cold3-nova-tools-2575	flash	orqwen38
card-fix3-nova-tools-2355	pro	orkimi3
card-cold3-nova-tools-2011	flash	ormimo26
card-schema-read-spec-l230-dart	flash	orglmflash
card-schema-read-spec-tables-l15797-elixir	flash	orgptnano
card-nx-r1412-rebase	pro	ormimo26pro
card-schema-cell-dart-live-extents	flash	orglmflash
card-nx-g24-rerere-in-the-lander	flash	orgeminilite
card-schema-cell-cpp-optional-values	flash	orgeminilite
card-rule3-version-195	flash	orgeminilite
card-nx-c23-usage-end-column	flash	ormimo
card-cold3-nova-tools-2602	flash	ords41
card-schema-read-spec-l2869-c	flash	orglmflash
card-schema-read-spec-l206-js	flash	ocglmflash
card-read3-nova-tools-2421	flash	ocglmflash
card-cold3-nova-tools-2206	flash	ormimo26
card-schema-read-spec-l218-js	flash	orqwen38
card-schema-read-spec-l2319-rust	flash	orqwen38
card-cold3-nova-tools-2576	flash	ocglmflash
card-fix3-nova-tools-2356	pro	ormimo26pro
card-schema-read-spec-tables-l12912-dart	flash	orgptnano
card-fix3-nova-tools-2183	pro	ormuse
card-schema-read-spec-l2744-java	flash	ords41
card-fix3-nova-tools-1501	pro	ocglm53
card-schema-read-spec-tables-l11351-dart	flash	ornemotron
card-schema-cell-c-writing	flash	orglmflash
card-cold3-nova-tools-2370	flash	ormimo26
card-fix3-nova-tools-2222	pro	ormimo26pro
card-fix3-nova-tools-2236	pro	ormuse
card-rule3-pulse-1993	flash	orgptnano
card-schema-read-spec-l2755-go	flash	ornemotron
card-schema-cell-cpp-scalar-bounds	flash	orqwen38
card-schema-read-spec-l2325-cs	flash	ords41
card-cold3-nova-tools-2417	flash	ormimo26
card-schema-read-spec-l2268-c	flash	ormimo26
card-nx-g44-sbcl-script-controls	flash	ords41
card-schema-read-spec-tables-l10014-js	flash	ords41
card-schema-cell-java-live-extents	flash	orgptnano
card-schema-read-spec-l2268-elixir	flash	ormimo26
card-cold3-nova-tools-1903	flash	ormimo26
card-read3-nova-tools-2393	flash	orqwen38
card-schema-read-spec-tables-l12915-cs	flash	orgptnano
card-rule3-ci-497	flash	ormimo26
card-schema-read-spec-l2821-go	flash	ormimo26
card-nx-g13-typed-result-schema	pro	ocminimax
card-schema-read-spec-tables-l11351-go	flash	ocglmflash
card-schema-read-spec-l2937-elixir	flash	orqwen38
card-schema-read-spec-l2758-java	flash	ords41
card-schema-gate-packet-read-dart-identity	pro	ocmuse
card-schema-read-spec-tables-l12921-cs	flash	ords41
card-nx-c02-cut-and-lint-one-vocabulary	pro	ormimo26pro
card-read3-schema-1487	flash	ormimo26
card-nx-c10-inbox-exit-code	flash	orgeminilite
card-schema-read-spec-l2981-elixir	flash	ocglmflash
card-cold3-nova-tools-2374	flash	ords41
card-schema-read-spec-l2948-dart	flash	orqwen38
card-rule3-jobs-371	flash	orgptnano
card-nx-g42-slog-json-logs	flash	ornemotron
card-nx-b10-needs-kernel-one-definition	pro	ordevstral
card-nx-g28-for-each-ref-harvest-state	flash	ocglmflash
card-00-holdfix-2798-8e6991be	pro	ormuse
card-cold3-nova-tools-2564	flash	orgeminilite
card-nx-w45-e08-f02-04-use-bounded-typed-json-over	pro	orgemini25pro
card-schema-cell-java-scalar-bounds	flash	ocglmflash
card-fix3-nova-tools-2350	pro	ocglm53
card-read3-nova-tools-2141	flash	orgptnano
card-schema-read-spec-l2741-cpp	flash	ornemotron
card-cold3-nova-tools-2362	flash	orglmflash
card-schema-read-spec-l2937-rust	flash	orqwen38
card-read3-nova-tools-1919	flash	orglmflash
card-fix3-nova-tools-2218	pro	ocmuse
card-cold3-nova-tools-2388	flash	ords41
card-cold3-nova-tools-2377	flash	ormimo26
card-schema-read-spec-l1939-dart	flash	ords41
card-nx-r2497-hold	pro	orqwenplus
card-rule3-merge-215	flash	orqwen38
card-schema-read-spec-tables-l15797-dart	flash	orgptnano
card-rule3-bus-106	flash	ocglmflash
card-cold3-nova-tools-2559	flash	ocglmflash
card-cold3-nova-tools-2565	flash	ords41
card-cold3-nova-tools-2568	flash	ords41
card-cold3-nova-tools-2554	flash	orglmflash
card-schema-read-spec-l2977-cs	flash	ormimo26
card-schema-read-spec-tables-l12915-java	flash	ormimo26
card-read3-nova-tools-2398	flash	ocglmflash
card-schema-gate-shared-s4	pro	orgemini25pro
card-fix3-nova-tools-2348	pro	ocglm53
card-schema-read-spec-l2869-cs	flash	orqwen38
card-schema-cell-dart-union-guards	flash	orgeminilite
card-read3-nova-tools-1478	flash	ocglmflash
card-schema-read-spec-tables-l10004-rust	flash	orgeminilite
card-rule3-board-1027	flash	orqwen38
card-schema-read-spec-tables-l11356-java	flash	orqwen38
card-schema-read-spec-l2741-java	flash	ords41
card-cold3-nova-tools-1897	flash	orqwen38
card-nx-b20-tests-dep-roadmap-take-release-verbs	pro	ocmuse
card-cold3-nova-tools-2384	flash	ocglmflash
card-fix3-nova-tools-2215	pro	ocqwenplus
card-cold3-nova-tools-2353	flash	ords41
card-cold3-nova-tools-2347	flash	orgeminilite
card-schema-read-spec-tables-l15784-dart	flash	orqwen38
card-schema-read-spec-tables-l7495-java	flash	orqwen38
card-schema-read-spec-l2758-cs	flash	orgeminilite
card-cold3-schema-518	flash	orgeminilite
card-schema-read-spec-tables-l12941-go	flash	ornemotron
card-schema-read-spec-l2930-cs	flash	orqwen38
card-schema-read-spec-tables-l12844-js	flash	ords41
card-rule3-check-140	flash	orqwen38
card-rule3-pulse-2842	flash	ornemotron
card-schema-read-spec-l2959-cpp	flash	orglmflash
card-cold3-nova-tools-2569	flash	orqwen38
card-fix3-nova-tools-2388	pro	ormuse
card-read3-nova-tools-1692	flash	orglmflash
card-cold3-nova-tools-2557	flash	ords41
card-schema-read-spec-l2748-dart	flash	orglmflash
card-fix3-nova-tools-2363	pro	orhaiku
card-schema-read-spec-l2825-dart	flash	orgeminilite
card-fix3-nova-tools-1483	pro	ormimo26pro
card-fix3-nova-tools-1468	pro	ormimo26pro
card-schema-read-spec-tables-l12965-cpp	flash	orglmflash
card-schema-read-spec-tables-l12905-elixir	flash	ormimo26
card-schema-cell-dart-numeric-evolution	flash	ocglmflash
card-cold3-nova-tools-2379	flash	orgptnano
card-schema-cell-cpp-ordinals	flash	ormimo26
card-cold3-nova-tools-2437	flash	ords41
card-cold3-nova-tools-2386	flash	ords41
card-schema-gate-packet-read-c-identity	pro	ormimo26pro
card-cold3-nova-tools-2344	flash	ormimo26
card-schema-read-spec-tables-l10004-go	flash	ormimo26
card-schema-read-spec-l2851-rust	flash	ormimo26
card-00-holdfix-2650-5a3ea3b5	pro	ormuse
card-cold3-nova-tools-2634	flash	ornemotron
card-schema-read-spec-tables-l7744-js	flash	orglmflash
card-cold3-nova-tools-1473	flash	ords41
card-schema-read-spec-l2851-java	flash	ormimo26
card-fix3-nova-tools-1441	pro	ocglm53
card-nx-g01-friend-read-check-run	pro	ordevstral
card-read3-nova-tools-1687	flash	ords41
card-cold3-nova-tools-2556	flash	ormimo26
card-schema-read-spec-l209-rust	flash	ormimo26
card-cold3-nova-tools-2552	flash	ormimo26
card-cold3-nova-tools-2585	flash	orqwen38
card-schema-cell-rust-union-guards	flash	orglmflash
card-cold3-nova-tools-2156	flash	ornemotron
card-schema-read-spec-l2310-elixir	flash	orgeminilite
card-rule3-decide-2015	flash	ocglmflash
card-fix3-nova-tools-2560	pro	ocglm53
card-schema-cell-rust-hostile-input	flash	orglmflash
card-schema-read-spec-l228-cs	flash	orglmflash
card-schema-read-spec-tables-l10014-go	flash	orqwen38
card-schema-read-spec-l1939-elixir	flash	orqwen38
card-fix3-nova-tools-2367	pro	ormuse
card-cold3-nova-tools-2590	flash	orqwen38
card-schema-read-spec-l214-rust	flash	orqwen38
card-cold3-nova-tools-2579	flash	ords41
card-read3-nova-tools-1870	flash	orgeminilite
card-fix3-nova-tools-2365	pro	orglm53
card-schema-cell-js-plan-execution	flash	ormimo
card-rule3-tokens-2059	flash	ocglmflash
card-schema-cell-rust-interoperability	flash	orgptnano
card-cold3-nova-tools-2343	flash	orgeminilite
card-cold3-nova-tools-2425	flash	ocglmflash
card-rule3-bus-reply-558	flash	ords41
card-cold3-nova-tools-2380	flash	ords41
card-schema-read-spec-l53-dart	flash	orqwen38
card-cold3-nova-tools-1663	flash	orgeminilite
card-schema-read-spec-l59-cpp	flash	orglmflash
card-schema-read-spec-l2310-go	flash	ormimo26
card-schema-cell-go-plan-execution	flash	orqwen38
card-rule3-swarm-2902	flash	orgeminilite
card-schema-read-spec-l206-cpp	flash	ords41
card-schema-read-spec-l2825-elixir	flash	orglmflash
card-schema-read-spec-l206-go	flash	ormimo26
card-schema-read-spec-tables-l12937-js	flash	ornemotron
card-fix3-nova-tools-2370	pro	orkimicode
card-schema-read-spec-l2744-cs	flash	orgeminilite
card-cell3-cpp-r9-remaining-boundaries	pro	orkimicode
card-schema-read-spec-l218-go	flash	ocglmflash
card-schema-cell-java-hostile-input	flash	orglmflash
card-schema-cell-elixir-unsigned-integers	flash	orgeminilite
card-schema-read-spec-tables-l12817-c	flash	orglmflash
card-fix3-schema-1378	pro	ormimopro
card-rule3-pulse-1859	flash	ornemotron
card-fix3-nova-tools-2303	pro	ormuse
card-schema-read-spec-l49-js	flash	orglmflash
card-schema-read-spec-l2324-cs	flash	ormimo26
card-read3-nova-tools-2099	flash	orgeminilite
card-cell3-java-r15	pro	ormimopro
card-cold3-nova-tools-1822	flash	orqwen38
card-schema-read-spec-l1939-java	flash	ords41
card-rule3-swarm-122	flash	orgeminilite
card-read3-nova-tools-2073	flash	orqwen38
card-read3-nova-tools-2701	flash	orgeminilite
card-cold3-nova-tools-2654	flash	ocglmflash
card-rule3-decide-1961	flash	orqwen38
card-schema-read-spec-l2943-rust	flash	orglmflash
card-read3-nova-tools-2098	flash	orgeminilite
card-schema-read-spec-tables-l12982-go	flash	ormimo26
card-schema-cell-elixir-optional-values	flash	orgeminilite
card-schema-read-spec-l2944-js	flash	ords41
card-schema-read-spec-l2948-elixir	flash	ords41
card-schema-read-spec-tables-l12879-dart	flash	ords41
card-rule3-pulse-2835	flash	orgeminilite
card-fix3-nova-tools-2458	pro	ormimo26pro
card-cold3-nova-tools-1981	flash	ocglmflash
card-schema-read-spec-l1939-rust	flash	ords41
card-schema-cell-elixir-retirement	flash	ords41
card-rule3-bus-reply-1751	flash	orgeminilite
card-cold3-nova-tools-2285	flash	ords41
card-schema-cell-dart-signed-integers	flash	ormimo26
card-schema-cell-go-retirement	flash	orqwen38
card-schema-read-spec-l2959-c	flash	ocglmflash
card-schema-read-spec-l2959-elixir	flash	ormimo26
card-schema-read-spec-l46-c	flash	orqwen38
card-rule3-merge-2031	flash	orgptnano
card-read3-nova-tools-2267	flash	orqwen38
card-schema-read-spec-l1937-c	flash	orglmflash
card-cold3-nova-tools-2455	flash	ornemotron
card-nx-w43-e08-f01-03-refuse-stale-discovery-invalid-suggested	pro	ocglm53
card-read3-nova-tools-2716	flash	orgeminilite
card-schema-read-spec-l46-cs	flash	orgeminilite
card-nx-c12-status-cost-refuse-non-pool	flash	ords41
card-schema-read-spec-l218-rust	flash	orglmflash
card-rule3-merge-1868	flash	orqwen38
card-rule3-bus-reply-138	flash	orgeminilite
card-schema-read-spec-l2825-c	flash	orglmflash
card-schema-cell-js-reports	flash	ormimo26
card-rule3-check-108	flash	orqwen38
card-cold3-nova-tools-2535	flash	orgptnano
card-schema-read-spec-tables-l7495-cs	flash	ormimo
card-schema-read-spec-l2927-elixir	flash	ocglmflash
card-rule3-swarm-profiles-1173	flash	orglmflash
card-nx-c17-sweep-ledger-count	flash	orgeminilite
card-00-holdfix-2845-e1676ecb	pro	ormuse
card-schema-read-spec-tables-l11356-cpp	flash	ocglmflash
card-schema-read-spec-l2923-rust	flash	orqwen38
card-schema-cell-dart-ordinals	flash	orglmflash
card-schema-cell-cpp-union-guards	flash	orqwen38
card-cold3-nova-tools-2069	flash	orglmflash
card-fix3-nova-tools-1432	pro	ocglm53
card-read3-nova-tools-2100	flash	orgeminilite
card-schema-gate-packet-read-go-plan	pro	ormuse
card-schema-cell-elixir-union-guards	flash	orqwen38
card-schema-cell-go-ordinals	flash	ocglmflash
card-schema-cell-cpp-plan-execution	flash	orqwen38
card-schema-read-spec-l2744-dart	flash	ormimo26
card-read3-nova-tools-2712	flash	ords41
card-nx-r1917-hold	pro	ordevstral
card-nx-c03-cut-writes-the-controls	flash	orgptnano
card-read3-nova-tools-2505	flash	ocglmflash
card-read3-nova-tools-2539	flash	ocglmflash
card-schema-read-spec-l2977-elixir	flash	ocglmflash
card-schema-cell-cs-file-envelope-v2	flash	ocglmflash
card-schema-read-spec-l2325-js	flash	orqwen38
card-cold3-nova-tools-2450	flash	ocglmflash
card-read3-nova-tools-2115	flash	ords41
card-schema-read-spec-l2325-elixir	flash	ormimo26
card-nx-i03-cut-issue-cards	flash	orqwen38
card-cold3-nova-tools-500	flash	orglmflash
card-schema-read-spec-l2954-rust	flash	orglmflash
card-00-holdfix-2757-cf618fcd	pro	ordevstral
card-nx-b23-tests-duty-tier-single-writer	pro	orkimicode
card-rule3-chat-460	flash	orglmflash
card-rule3-merge-1312	flash	ormimo26
card-schema-cell-cs-normalization-v2	flash	orgptnano
card-cold3-nova-tools-2532	flash	ormimo26
card-00-holdfix-2718-7fca05f8	pro	ormuse
card-nx-w26-e04-f03-01-keep-baseline-discovery-deferred-cancelled	pro	ormuse
card-nx-c29-row-counts-by-attempt	flash	orglmflash
card-schema-read-spec-tables-l12875-cs	flash	orglmflash
card-read3-nova-tools-2659	flash	orglmflash
card-schema-read-spec-l233-dart	flash	ormimo26
card-read3-nova-tools-2665	flash	orglmflash
card-schema-read-spec-l230-rust	flash	orgeminilite
card-cold3-nova-tools-2693	flash	orqwen38
card-cold3-nova-tools-2452	flash	ocglmflash
card-schema-read-spec-tables-l12905-cpp	flash	ormimo26
card-schema-read-spec-tables-l12909-c	flash	ords41
card-rule3-bus-delivery-58	flash	orgeminilite
card-schema-read-spec-l2951-elixir	flash	ormimo26
card-schema-read-spec-l214-cs	flash	orglmflash
card-schema-read-spec-l59-c	flash	ords41
card-nx-c06-gate-keeps-go-test-json	flash	ornemotron
card-cold3-nova-tools-2686	flash	ords41
card-cold3-nova-tools-2679	flash	ords41
card-fix3-nova-tools-2111	pro	ormimo26pro
card-00-holdfix-2788-d6bc9349	pro	orkimicode
card-schema-cell-c-ordinals	flash	ornemotron
card-schema-read-spec-l2744-go	flash	ormimo26
card-schema-read-spec-l218-cs	flash	ocglmflash
card-schema-read-spec-l2851-go	flash	orgptnano
card-schema-read-spec-l2825-js	flash	ocglmflash
card-cold3-nova-tools-2533	flash	ormimo26
card-rule3-review-1152	-	
card-cold3-nova-tools-2592	-	
card-read3-schema-1599	-	
card-read3-nova-tools-2101	-	
card-schema-cell-c-fixed-closure	-	
