repo	pr	head	prompt8	jev_score	friend	verdict	friend_score	author
nova-tools	3406	ecaf321f83c5e10dd9fa2690c97afa50443b9a75	fd94795e	7	stella	HOLD	5	rowan-claude
nova-tools	3477	9709eb9f2353fa85dbdecd9b1d1b1b2c17da8e05	fd94795e	7	emma	HOLD	7	rowan-claude
nova-tools	242	98348858408b60a5b578d945527fadda84cf5b6b	fd94795e	1	stella	HOLD	6	rowan-claude
nova-tools	1388	9a764c59171838d9b6b252238669bfa5c9843d18	fd94795e	3	stella	APPROVE	8	rowan-claude
nova-tools	1630	6613137a4c5040d7a430f38cf7709c00771817d0	fd94795e	6	stella	HOLD	5	rowan-claude
nova-tools	1704	ced32c10c0317432bc35533a7b631e118f14ce68	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	1913	23b8514baac68c8c70bd29d887c4cd0d309393ea	fd94795e	7	stella	HOLD	6	rowan-claude
nova-tools	2044	75c450ef4e2fc0415a001509acbdb224659a932d	fd94795e	4	stella	HOLD	6	rowan-claude
nova-tools	2126	79464c1ab659fa27b8c60ba39766cb18d788b911	fd94795e	7	stella	APPROVE	10	gafferongames
nova-tools	2265	6c2f4cf67309a4f9498250746a186109b11935fa	fd94795e	1	stella	APPROVE	9	rowan-claude
nova-tools	2396	6e398d539880309ea6fe28b0d999b244555acb5a	fd94795e	2	stella	HOLD	5	rowan-claude
nova-tools	2477	e9551c0794c2adbda5e28febd8198e9437905163	fd94795e	5	stella	APPROVE	10	gafferongames
nova-tools	2519	ace5d6ebef7de7c56625df9c95932a9a48431413	fd94795e	8	stella	HOLD	6	rowan-claude
nova-tools	2628	fbfd591194d8200f7c775fb43f622ae1877d846e	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2707	530f2cda0755c6328849af3a31cbbf772cf5d756	fd94795e	6	stella	APPROVE	9	gafferongames
nova-tools	2744	c921c0c56bb6ac896067d898f01731ca225c5ba0	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2760	8e7d331f802d360ea725754b8ce36071e4612c41	fd94795e	8	stella	APPROVE	9	rowan-claude
nova-tools	2770	a34e609a4530f8222423eac5f49e91a2a9765378	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	2789	befe345643807dfa05ee65cc51793fdeff655241	fd94795e	6	stella	HOLD	7	rowan-claude
nova-tools	2806	90b9c34bbd888d08fa4c9cdcdfee1cc96367dc3c	fd94795e	7	stella	HOLD	6	gafferongames
nova-tools	2829	b1ed7734a318130b72f901fc30ed3691ea935970	fd94795e	5	stella	APPROVE	9	gafferongames
nova-tools	2841	89954ed0cea9557c8191c684179f7ba1d397f1d6	fd94795e	6	stella	APPROVE	10	rowan-claude
nova-tools	2854	e2602e7445be92af16e744ae653b4a51883dbc8e	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2868	bf74401f307965d7a3466c8cc0f7b99545cc23e5	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2883	962b84092cd5a7fc213a88b55165c7473e8bbd97	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2897	d78110f33951c91c75b9f0d20e56eef74264b1ff	fd94795e	7	stella	HOLD	6	rowan-claude
nova-tools	2906	217da9e946f9d30b5d39a456cb652d8189edbd95	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2951	19e20b54c097eb29b1f8b161b56d55592b05f1dc	fd94795e	7	stella	HOLD	5	rowan-claude
nova-tools	2973	72f0979e5649840780c2f6039959e3fb0293aba3	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	3054	05ef7953a94a081c4716c7a66467db71a1ba4edc	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3070	071428a965afe724d635b1652ddb9a62960e85fd	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3115	efd7ebbc399d8ccf84bfdf1349385b738094e4ea	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3127	41dbb73d0fe8091a99c3147c6f065210a016302d	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3165	c8184fde0131e4e597d017664464573fa36bb625	fd94795e	7	stella	HOLD	6	rowan-claude
nova-tools	3209	57058cf7bee4265620bc637ef3af2375e74cfea3	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	3224	849e2de7146eca748ec486f354bcce1dc505b862	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3234	2f9ceed2290f661e15498e401f1800259f66afbc	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	3242	4e2aa385b136c0d0b158bf23b58cc30bddcffc77	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3257	765eb36b82642c9ad15594c8f546ae2000c77c98	fd94795e	5	stella	APPROVE	8	rowan-claude
nova-tools	3293	f5cbe604152defb65c3f0e47efa6399798673bcc	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3314	18c8bf016e0ffe28b6c5c78581e626bc7c852dfd	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3337	7f861ca9f113ec02d72bdd3a6d52c9f51f2935aa	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	3368	f31bbb0fb1610d171b1047616e0b98713d7f1a89	fd94795e	4	stella	HOLD	6	rowan-claude
nova-tools	3408	3e7121fb0f9a3961f0af04c8628dd1e60e2f03ff	fd94795e	6	stella	APPROVE	10	gafferongames
nova-tools	3481	67bdba7d784259837e0331751c45ea64571d700d	fd94795e	6	stella	HOLD	9	rowan-claude
nova-tools	243	c7db5c976484dde53f895c03f84ae4a3374f29dc	fd94795e	1	stella	APPROVE	8	rowan-claude
nova-tools	1389	6829be03b23feab379fd59483a84f17ba090e766	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	1633	8050f1dbae46e3174a8b05e84fd2f72090716b1e	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	1712	688735f380b288cddd6215be09179c3513707f49	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	1916	bcf15814c2ec353dec68d436d406f110aadea81c	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	2056	9a7b2f2ce3eaad50736b0c59197d2e95523c28c6	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2127	1e162628753e2b702af67825eed2b18fc3c41afd	fd94795e	7	stella	HOLD	8	gafferongames
nova-tools	2266	2bacc099469eb2ba314a6d14dfaacdc39d9272b9	fd94795e	3	stella	HOLD	7	rowan-claude
nova-tools	2428	7f383f8b23a3d05dd7f3c0bd775703ecbf93336a	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2478	bb474b8d603e15b981dc711a427a13abefbde461	fd94795e	3	stella	APPROVE	9	gafferongames
nova-tools	2521	243110fe67211f7cd324007052d9ffe0df33bee3	fd94795e	6	stella	HOLD	7	gafferongames
nova-tools	2646	befd4bce4d3e424b4b8aac90e33d2852f5f88ef7	fd94795e	4	emma	APPROVE	10	rowan-claude
nova-tools	2708	4f91acf981ca2bbdd7019adb287cf00f23268372	fd94795e	6	stella	APPROVE	10	gafferongames
nova-tools	2748	8d8652857550085cb314761d557b62f6047a66fd	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	2761	995d2f8795de0c64fb468891a5b3ba96c3c515e0	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2771	3a7ccd34f125dae9f36ba29197b0e791f26c0991	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	2790	5abc1ce349f66f1592ba7e5f0bf5416d76c21760	fd94795e	7	stella	HOLD	5	rowan-claude
nova-tools	2813	546ded404dc821e3097b050e9fd7cbed5a34d84f	fd94795e	4	stella	HOLD	4	rowan-claude
nova-tools	2830	ae662493cce3c8eae5369be8161274dc6b854fc1	fd94795e	7	stella	APPROVE	10	gafferongames
nova-tools	2843	9558790deb621f870d400c02cacf66f80b62449c	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2856	8b253c27dcc5b52b90105755b671674fa9fdc555	fd94795e	8	stella	HOLD	5	rowan-claude
nova-tools	2871	0f8565fe68c445f9eaed5b77d11cb1dfa3c69005	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	2884	7e61624ad6b6930f767dc8f9a5eb1978e884767e	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	2898	4e3dbf6133bf494e4ab328289d5f23c4d84d31de	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	2907	cf2639bdb21ca5a7a362a89cbb0eeef19d221781	fd94795e	8	stella	APPROVE	9	rowan-claude
nova-tools	2952	1251ffecbe0e27b5f4f7b8c6781cf4bbef738cd9	fd94795e	6	stella	HOLD	2	rowan-claude
nova-tools	3006	54dea4b237bb8c8480faaf7e6e531cefb9df28d4	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3055	70e6459f38792b4e9841848ea7369c7ac8c0cc73	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3074	ec2803824d13e55857a22d34b8253b73d7de9192	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3118	ed89ff0fcdf8ccd3b54103224d265d3a85634c3b	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3129	c9320c0754c5208f70a4a221f2b3868731f7b72d	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3175	6efec97ad98c2acbb48af976b886dcf002eb4669	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	3210	005c8154cd5fc3c15ca20e14c7d345e70caa99e0	fd94795e	4	stella	APPROVE	9	rowan-claude
nova-tools	3226	53d94558428258cbd36c318f446e92bb01e88c11	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3235	0e41afa0b711090d06aa9890f015e031ff0c8c95	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	3243	1f0569465a1e81064333247d7f83e6807f745b27	fd94795e	5	stella	APPROVE	8	rowan-claude
nova-tools	3259	64dbe017c280ff6f3da773dd69555124b9877b12	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	3294	943a99d5986ce200a5a453e31e6003059280c95d	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3330	ff8f99fa7db4fa6c7dbd0075a9cc4923960f5d68	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3338	f19a4b1da8da981e846305269cbd1011a0ede30a	fd94795e	7	stella	HOLD	6	rowan-claude
nova-tools	3384	8252539cc1c9bd008454306d58e0dfd8a5d136cb	fd94795e	6	stella	APPROVE	10	rowan-claude
nova-tools	3410	655aac6277dfd8d26eab44806aab8dbac4218b5a	fd94795e	6	stella	APPROVE	10	gafferongames
nova-tools	3483	45b747de02795ad0dfef92577a1caa35a795eb5e	fd94795e	6	stella	HOLD	8	gafferongames
nova-tools	244	425a49dcff5e24b15f59d511f6a44b6d101ee50d	fd94795e	1	stella	APPROVE	8	rowan-claude
nova-tools	1412	0ce3f8d10fb72621323f8a45e841b09c5fed87c1	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	1635	ff667d1f4da8fee13d17d8ccc63d81b87bb1a2a7	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	1723	3f89d3d273f8923f59a4c9a40c229bded244388e	fd94795e	7	stella	HOLD	6	rowan-claude
nova-tools	1917	a278a1b9eed473867a9cd79e25b1bb1f211d13bb	fd94795e	2	stella	HOLD	7	rowan-claude
nova-tools	2073	cd00c2317f99d07b080f73573dbef52986e34b4e	fd94795e	7	stella	APPROVE	9	gafferongames
nova-tools	2131	c9e0ffeb7beea4e4bf0ff6a6f4f8326b1d382408	fd94795e	7	stella	APPROVE	8	gafferongames
nova-tools	2267	d89b612025ad0892bcdca1a7bef6def8f52e66d8	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2442	5484977dcff65d46af8386a8d3fd53a037fc5a42	fd94795e	3	stella	APPROVE	8	rowan-claude
nova-tools	2480	06ed4cddb912ad789ba7011c3c718d059ef2d5c6	fd94795e	8	stella	HOLD	7	rowan-claude
nova-tools	2538	2180ee0bbd81dbb9af3ccdbae86d44de720a0eb1	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	2647	67ed0d9ebfefa46fc5089c8f6e06117ce58df9be	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	2713	43f1df1755a8941a9f06eeaae0ba51cb04db1c74	fd94795e	6	stella	APPROVE	8	gafferongames
nova-tools	2749	8a099710c9bb8925dd77ef04e8a4a7ee2bc4d06c	fd94795e	6	stella	HOLD	7	rowan-claude
nova-tools	2762	ae5ebf7b2984878d64676a0a2bbd50959763b9cb	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	2773	379845f297aaa6b7af739f5beb82e9e8de52d4f7	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	2792	d3c6e373bba8b2883acfbac19d95460d74333eb8	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	2817	7c9a5669b93a7b550ef81980d3842e5ecfdaed3b	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	2832	bc7652177e29b229116d4df7bd94952a7d30f1d2	fd94795e	6	stella	HOLD	7	rowan-claude
nova-tools	2844	0729c02dea4f0c78808523c4ad21b56ada13bf9a	fd94795e	5	stella	APPROVE	8	rowan-claude
nova-tools	2857	4d14f6376aa5997dedc85d55684c453f5c6ddad6	fd94795e	5	stella	HOLD	4	rowan-claude
nova-tools	2872	9a640fbb588643bf278365cf92d1a971df96cb18	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	2885	a43dcab9854059b1f3fea43a484a8e581c067832	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	2899	43be825ba4cc20bb317e8d46bd4207d23d4d292e	fd94795e	7	stella	HOLD	4	rowan-claude
nova-tools	2908	3b418412955a34f4bd2a3eeb80d2e298d20e5fce	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	2961	95e3e79c839e3bd987c2804497e3d9dd440fe8f2	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	3007	9521659f84bd2ebc17b74ffdee4a0b9fd249a1f9	fd94795e	7	stella	APPROVE	10	rowan-claude
nova-tools	3056	2ff0b40a4b88b2f273f3598388cd09cb51d478f9	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3075	fc2c25d3a46b7859a2faa782d2f4d3eb91188497	fd94795e	7	stella	HOLD	2	rowan-claude
nova-tools	3119	33069ebebfdd0f7d1626f334135856dc6e5cd54c	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3130	b0dd63df60e25984f76be4fd0a0bc09bdd600edd	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	3180	35f4b8787bac0f44769783d802908c5a6516206b	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	3213	adc562e1575053baf4a3928031915874f6fdbee6	fd94795e	4	stella	HOLD	5	rowan-claude
nova-tools	3227	c32b5e426d94e8996d9a5db66f94d5742936262f	fd94795e	7	stella	HOLD	8	rowan-claude
nova-tools	3236	29092965869c535d8f1f953f9254f3fc08a70bb4	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	3244	3948ee707d243da7d9d3804f6ca8cef63b631b91	fd94795e	6	stella	HOLD	7	rowan-claude
nova-tools	3260	bed9417c240499e773a698f9bd72eef5f59e2e41	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	3296	d9b91865fc2785ba755fed85a9dfdd67b0d1e456	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	3331	ac28600d0456f74015e234278b744a3b99148484	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3339	e3ee7ff29721b40346d17dc623cb9ce2769a58e7	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	3385	b3fcb48ee9f5e64aac9a8020b0686e140bcf1d77	fd94795e	5	stella	APPROVE	8	rowan-claude
nova-tools	3411	5d3853b9b836f196dc85bba0b8f6cfbd4e0c50ec	fd94795e	4	emma	APPROVE	10	rowan-claude
nova-tools	3411	5d3853b9b836f196dc85bba0b8f6cfbd4e0c50ec	fd94795e	4	stella	APPROVE	10	rowan-claude
nova-tools	3484	96a620a8e7a1a12c157492bf9c163112b1aa19cd	fd94795e	4	stella	HOLD	3	rowan-claude
nova-tools	599	20ac666b418be3b1b906ad3f247c9297f6f0a146	fd94795e	5	stella	HOLD	3	rowan-claude
nova-tools	1415	ca4b100bf0829f93d2578d305c2317d37cba51a9	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	1676	28ca998d746c5132168583b4f7b75a3303bc3ef8	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	1734	50e01c315d4f14ecd457332eb80ca715228b7fa2	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	1918	ce71912671979cab29fccb5e276f5d5835c8c426	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	2077	5396fd22b92947d6179630aea7aaeb3841b870a1	fd94795e	7	stella	APPROVE	8	gafferongames
nova-tools	2137	c01e9da5daaff5d862e608b2ce3d35ac3e8e9396	fd94795e	6	stella	APPROVE	8	gafferongames
nova-tools	2268	35f6ab1e939da99f4058ccd9c225c6918bf62030	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2444	287706da507236d83ddf9fb7003824b027044b53	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	2488	6e67bceaeb314fd3a390d6b4d9a3b909814d7477	fd94795e	6	stella	HOLD	6	gafferongames
nova-tools	2540	e539ddd2a6940365a858f9ae2ccdd5e4dfccd631	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	2658	b7c2c01ede55f7dffb586dee15d21ede7f73acfd	fd94795e	7	emma	HOLD	7	gafferongames
nova-tools	2718	5e4a0d06758e8fbc0f34fdcf33322e33fb63723c	fd94795e	5	stella	HOLD	5	rowan-claude
nova-tools	2750	286ebe305d4ae74cca26549bfcc407d58750b975	fd94795e	4	stella	APPROVE	10	rowan-claude
nova-tools	2763	933a57b35e2c6a9071c34f61ea56ef34f2b8bae5	fd94795e	5	stella	APPROVE	8	rowan-claude
nova-tools	2776	de0702c481bcf6bae86098f4a40bf3c6e96e8ac9	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	2793	2e008a25008443245a866a08b20cd1222efb98eb	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	2818	c9b5b8257866fd82c78eb18a153f3752b39a16f1	fd94795e	2	stella	HOLD	6	gafferongames
nova-tools	2833	3fe241df836b203e1bcda69152ed4863e07e1d76	fd94795e	4	stella	APPROVE	8	gafferongames
nova-tools	2847	de394a3ff54e925ce6bce85271ff81940f41c404	fd94795e	6	stella	APPROVE	10	rowan-claude
nova-tools	2858	0302a860d358099574811c4e208a14b0d7ade45a	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	2874	31a3347c6e6f42eadeb9b7ce3d398e75e917ea77	fd94795e	7	stella	HOLD	7	rowan-claude
nova-tools	2886	0ae3c1b663c347e15fb60e55b39db543abf4cc0b	fd94795e	7	stella	APPROVE	8	gafferongames
nova-tools	2900	85353816db00307bb4c7c922886d14e50a6f6bc4	fd94795e	6	stella	HOLD	9	rowan-claude
nova-tools	2909	0348bd37faf3aeaf6be3187d29736e54f279e387	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	2962	1e14dd42c67e739fd97cbde723fa4bd401248cd2	fd94795e	6	stella	HOLD	5	rowan-claude
nova-tools	3034	bb3e4cc390bd27b2c51a4e8ec15ff3d943ead758	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3057	887357a4facf01e8bb5bf86637beb810100ff9a1	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3076	7ae226f0fef2e727dbbd145353305d64e194ac6e	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3122	6e7aecfe78dadbff8a0e10908bda440ace79f211	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	3134	3664765a7ce541109f5afc479bf6393af11707c5	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3181	e33dde8f0fb3fdaea53226553d9073d5a6e16099	fd94795e	5	stella	HOLD	7	rowan-claude
nova-tools	3215	7908d8a3c41ec8fd27972b9726fc3c4cd4f29802	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	3229	d53baa65f75a1e6a532a79beab62a9c35972151d	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3237	02873b41807296ea0984c753fd30eedc4567bbc8	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3245	598ecb15a4142f38e89bf1c2cd14dd28252a1468	fd94795e	6	stella	APPROVE	8	rowan-claude
nova-tools	3278	519a40b08248125871507af78d40c8d59695b7a0	fd94795e	7	stella	APPROVE	8	rowan-claude
nova-tools	3297	88447af80d339360ee22471f7721573be4a22b9c	fd94795e	6	stella	HOLD	4	rowan-claude
nova-tools	3332	838040029e4d532b612580176e1e5c7d0388d969	fd94795e	7	stella	APPROVE	9	rowan-claude
nova-tools	3341	e686087f096e03a1d0300d930fe55c0b9ea13129	fd94795e	5	stella	APPROVE	10	rowan-claude
nova-tools	3386	aac6915d9a5a53e5216cb6f9417631b565a37e70	fd94795e	8	stella	APPROVE	9	rowan-claude
nova-tools	3412	0a1b749701fb5e0946a23156b965ab16af4a0dcc	fd94795e	6	stella	APPROVE	9	gafferongames
nova-tools	3485	64a8938ff301966fbb9e27d11fbf50af927548cf	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	1150	2576fbbf0d757f045d9e3752a7a5a01cf1e5c6a2	fd94795e	6	stella	HOLD	5	rowan-claude
nova-tools	1421	692567f3d1f7fae1c8d593868654e34d96827e0b	fd94795e	5	stella	APPROVE	9	rowan-claude
nova-tools	1678	9be29b0009a0df0c07aa74cd453ec06e15e3b485	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	1833	2b35921b1c0aec477df53dd49da19c63ec1ca1e4	fd94795e	6	stella	APPROVE	9	rowan-claude
nova-tools	1919	fc7d6058ef08271b59b10b25d049cc615c3b34ea	fd94795e	4	stella	APPROVE	8	rowan-claude
nova-tools	2087	610923c32ad850e1949ef08fc5743ac33f92ffb6	fd94795e	4	stella	APPROVE	9	gafferongames
nova-tools	2176	24ac8245e3f937ecb284ca4a788d7942d3182a4b	fd94795e	1	stella	HOLD	5	rowan-claude
nova-tools	2270	cd4e7befbb9fc02c4d856f4cf351b3c840d4f280	fd94795e	6	stella	HOLD	6	rowan-claude
nova-tools	2462	bfac5016347f93e3b15adf2281b3de2b002e7186	fd94795e	5	stella	APPROVE	9	gafferongames
nova-tools	2504	657553b9588d00dd93cea2810d30453c675c126d	fd94795e	6	stella	APPROVE	9	gafferongames
nova-tools	2541	1a02e30b81fd56cb53efbd062a0a5a1eacd6b823	fd94795e	7	stella	HOLD	7	rowan-claude
