card-s17pyf-e3	deepseek-v4-flash
card-s17pyf-e4	qwen/qwen3.7-flash
card-s17pyf-f10	deepseek-v4-flash
card-s17pyf-f11	deepseek/deepseek-v4-flash
card-s17pyf-f3	qwen/qwen3.7-flash
card-s17pyf-f4	deepseek/deepseek-v4-flash
card-s17pyf-f5	deepseek/deepseek-v4-flash
card-s17pyf-f6	qwen/qwen3.7-flash
card-s17pyf-w1	deepseek-v4-flash
card-s17pyf-w14	deepseek-v4-flash
card-s17pyw-c10	qwen/qwen3.7-flash
card-s17pyw-c5	deepseek/deepseek-v4-flash
card-s17pyw-c9	qwen/qwen3.7-flash
card-s17pyw-e5	deepseek/deepseek-v4-flash
card-s17pyw-e7	qwen/qwen3.7-flash
card-s17pyw-e9	deepseek-v4-flash
card-s17pyw-f1	deepseek/deepseek-v4-flash
card-s17pyw-w13	deepseek/deepseek-v4-flash
card-s17pyw-w15	qwen/qwen3.7-flash
card-s17pyw-w16	deepseek-v4-flash
card-s17rb-961	qwen/qwen3.7-flash
card-s17rb-968	deepseek-v4-flash
card-s17rb-969	deepseek-v4-flash
card-s17rb-971	deepseek-v4-flash
card-s17rb-972	qwen/qwen3.7-flash
card-spec-release-r2	deepseek-v4-flash
card-spec-work-c-r2	deepseek/deepseek-v4-flash
card-spec-work-d-r2	deepseek/deepseek-v4-flash
card-spec-work-g	deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r11	deepseek/deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r13	qwen/qwen3.7-flash
card-tools22-dog-nova-board-first-run-r14	deepseek/deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r15	qwen/qwen3.7-flash
card-tools22-dog-nova-board-first-run-r17	deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-board-first-run-r22	deepseek/deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r3	deepseek/deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r4	deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r5	deepseek-v4-flash
card-tools22-dog-nova-board-first-run-r8	qwen/qwen3.7-flash
card-tools22-dog-nova-board-first-run-r9	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r1	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r12	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r13	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r14	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r15	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r16	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r17	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r18	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r19	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r20	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r21	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r22	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r23	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r24	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r3	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r4	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r6	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r7	deepseek-v4-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r8	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r9	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r1	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r10	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r11	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r12	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r13	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r14	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r15	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r16	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r18	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r2	mercury-2.5
card-tools22-dog-nova-bus-first-run-r20	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r21	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r22	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r23	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r4	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r5	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-first-run-r6	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r7	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r8	deepseek-v4-flash
card-tools22-dog-nova-bus-first-run-r9	deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r12	deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r13	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r14	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r15	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r2	deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r3	deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r7	mercury-2.5
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r8	mercury-2.5
card-tools22-dog-nova-bus-for-harnesses-that-do-no-r9	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r1	deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r10	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r11	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r12	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r13	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r14	deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r15	deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r16	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r17	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r18	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r19	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r20	deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r21	deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r22	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r23	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r24	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r4	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r5	mercury-2.5
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r7	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-reading-a-backlog-with-a-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r11	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r12	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r13	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r14	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r15	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r16	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r17	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r18	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r19	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r2	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r20	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r21	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r22	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r23	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r24	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r3	deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-setting-up-a-bus-r6	mercury-2.5
card-tools22-dog-nova-bus-setting-up-a-bus-r7	mercury-2.5
card-tools22-dog-nova-bus-setting-up-a-bus-r8	mercury-2.5
card-tools22-dog-nova-bus-setting-up-a-bus-r9	mercury-2.5
card-tools22-dog-nova-bus-the-cursor-r1	deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r10	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r11	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r12	deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r13	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r14	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r15	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r17	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r18	deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r19	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r20	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r21	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r22	mercury-2.5
card-tools22-dog-nova-bus-the-cursor-r23	mercury-2.5
card-tools22-dog-nova-bus-the-cursor-r24	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r3	deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r5	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r7	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-cursor-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-cursor-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r1	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r10	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r11	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r12	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r13	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r14	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r15	mercury-2.5
card-tools22-dog-nova-bus-the-rule-this-tool-does-r16	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r17	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r18	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r19	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r2	mercury-2.5
card-tools22-dog-nova-bus-the-rule-this-tool-does-r20	mercury-2.5
card-tools22-dog-nova-bus-the-rule-this-tool-does-r21	mercury-2.5
card-tools22-dog-nova-bus-the-rule-this-tool-does-r23	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r24	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r3	mercury-2.5
card-tools22-dog-nova-bus-the-rule-this-tool-does-r4	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r5	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r6	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r7	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r8	deepseek-v4-flash
card-tools22-dog-nova-bus-the-rule-this-tool-does-r9	deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r1	deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r11	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r12	mercury-2.5
card-tools22-dog-nova-bus-the-ten-verbs-r13	mercury-2.5
card-tools22-dog-nova-bus-the-ten-verbs-r14	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-ten-verbs-r15	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-ten-verbs-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-ten-verbs-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-the-ten-verbs-r4	mercury-2.5
card-tools22-dog-nova-bus-the-ten-verbs-r5	mercury-2.5
card-tools22-dog-nova-bus-the-ten-verbs-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r7	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-the-ten-verbs-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r1	mercury-2.5
card-tools22-dog-nova-bus-where-the-rest-is-r10	deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r11	deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r12	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-where-the-rest-is-r13	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-where-the-rest-is-r15	mercury-2.5
card-tools22-dog-nova-bus-where-the-rest-is-r2	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r3	deepseek/deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r4	deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r5	deepseek-v4-flash
card-tools22-dog-nova-bus-where-the-rest-is-r6	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-where-the-rest-is-r7	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-where-the-rest-is-r8	qwen/qwen3.7-flash
card-tools22-dog-nova-bus-where-the-rest-is-r9	qwen/qwen3.7-flash
card-tools22-dog-nova-check-first-run-r1	deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r11	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r13	mercury-2.5
card-tools22-dog-nova-check-first-run-r14	qwen/qwen3.7-flash
card-tools22-dog-nova-check-first-run-r15	qwen/qwen3.7-flash
card-tools22-dog-nova-check-first-run-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-check-first-run-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-check-first-run-r4	mercury-2.5
card-tools22-dog-nova-check-first-run-r5	mercury-2.5
card-tools22-dog-nova-check-first-run-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r7	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-first-run-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r1	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r12	deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r13	deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r14	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r15	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r4	qwen/qwen3.7-flash
card-tools22-dog-nova-check-hygiene-r5	qwen/qwen3.7-flash
card-tools22-dog-nova-check-hygiene-r6	deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r7	deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r8	deepseek-v4-flash
card-tools22-dog-nova-check-hygiene-r9	deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r1	deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r10	deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r11	deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r12	qwen/qwen3.7-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r13	qwen/qwen3.7-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r14	mercury-2.5
card-tools22-dog-nova-check-the-dogfood-ledger-r15	mercury-2.5
card-tools22-dog-nova-check-the-dogfood-ledger-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r4	mercury-2.5
card-tools22-dog-nova-check-the-dogfood-ledger-r5	mercury-2.5
card-tools22-dog-nova-check-the-dogfood-ledger-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r7	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-check-the-dogfood-ledger-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r10	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r11	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r12	deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r13	deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r14	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r15	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r2	deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r3	deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-classify-ask-one-typed-q-r8	mercury-2.5
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r10	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r11	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r14	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r15	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r2	deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r3	deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r7	mercury-2.5
card-tools22-dog-nova-decide-help-continue-ask-all-fr-r9	mercury-2.5
card-tools22-dog-nova-decide-log-the-escalation-log-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r11	mercury-2.5
card-tools22-dog-nova-decide-log-the-escalation-log-r12	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r14	deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r15	deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r2	deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r3	deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-log-the-escalation-log-r6	mercury-2.5
card-tools22-dog-nova-decide-log-the-escalation-log-r7	mercury-2.5
card-tools22-dog-nova-decide-log-the-escalation-log-r8	mercury-2.5
card-tools22-dog-nova-decide-outcome-the-other-half-o-r1	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-outcome-the-other-half-o-r2	deepseek-v4-flash
card-tools22-dog-nova-decide-outcome-the-other-half-o-r3	deepseek-v4-flash
card-tools22-dog-nova-decide-outcome-the-other-half-o-r4	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-outcome-the-other-half-o-r5	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r1	deepseek-v4-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r7	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-route-the-ladder-of-mind-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r2	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r3	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r4	deepseek-v4-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r5	deepseek-v4-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r6	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r7	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r8	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-coordinator-s-line-r-r9	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r1	deepseek-v4-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r2	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r3	qwen/qwen3.7-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r6	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r8	deepseek/deepseek-v4-flash
card-tools22-dog-nova-decide-the-question-and-its-cri-r9	deepseek/deepseek-v4-flash
card-tools22-dog-nova-fuse-first-run-r1	mercury-2.5
card-tools22-dog-nova-fuse-first-run-r2	deepseek/deepseek-v4-flash
card-tools22-dog-nova-fuse-first-run-r3	deepseek/deepseek-v4-flash
card-tools22-dog-nova-fuse-first-run-r4	deepseek-v4-flash
card-tools22-dog-nova-fuse-first-run-r5	deepseek-v4-flash
card-tools22-dog-nova-fuse-first-run-r6	qwen/qwen3.7-flash
card-tools22-dog-nova-fuse-first-run-r7	qwen/qwen3.7-flash
card-tools22-dog-nova-fuse-first-run-r8	qwen/qwen3.7-flash
card-tools22-dog-nova-fuse-first-run-r9	qwen/qwen3.7-flash
card-tools22-dog-nova-memory-first-run-r1	deepseek/deepseek-v4-flash
card-tools22-dog-nova-memory-first-run-r2	mercury-2.5
